image_name,box_count,status,reason,report_image,report_json
dpi_button_0005.png,0,NG,no_detection,D:\Projects\industrial-vision-30days\week03-yolo\day17\outputs\batch_opencv_report\images\dpi_button_0005_report.png,D:\Projects\industrial-vision-30days\week03-yolo\day17\outputs\batch_opencv_report\json\dpi_button_0005_report.json
dpi_button_0010.png,0,NG,no_detection,D:\Projects\industrial-vision-30days\week03-yolo\day17\outputs\batch_opencv_report\images\dpi_button_0010_report.png,D:\Projects\industrial-vision-30days\week03-yolo\day17\outputs\batch_opencv_report\json\dpi_button_0010_report.json
dpi_button_0015.png,0,NG,no_detection,D:\Projects\industrial-vision-30days\week03-yolo\day17\outputs\batch_opencv_report\images\dpi_button_0015_report.png,D:\Projects\industrial-vision-30days\week03-yolo\day17\outputs\batch_opencv_report\json\dpi_button_0015_report.json
dpi_button_0020.png,0,NG,no_detection,D:\Projects\industrial-vision-30days\week03-yolo\day17\outputs\batch_opencv_report\images\dpi_button_0020_report.png,D:\Projects\industrial-vision-30days\week03-yolo\day17\outputs\batch_opencv_report\json\dpi_button_0020_report.json
dpi_button_0025.png,0,NG,no_detection,D:\Projects\industrial-vision-30days\week03-yolo\day17\outputs\batch_opencv_report\images\dpi_button_0025_report.png,D:\Projects\industrial-vision-30days\week03-yolo\day17\outputs\batch_opencv_report\json\dpi_button_0025_report.json
